AccountNumber,AcctName,TotalAdoptionPercent,LicensedAdoptionPercent,AdoptionCategoryIndicator,LicensingCategoryIndicator
ACCT0023323,People's Choice Credit Union,11.111,33.333,1,1
ACCT0023327,Headstart Oy,18.518,33.333,2,2
ACCT0023332,Etat Du Valais,44.444,109.09,4,2
ACCT0023360,ALH Group Pty Ltd,55.555,88.235,5,3
ACCT0023362,AXIT AG,48.148,92.857,5,2
ACCT0023364,INSEAD,48.148,86.666,5,2
ACCT0023367,SKYCITY Entertainment Group Limited,48.148,92.857,5,2
ACCT0023398,University of California Davis - Campus Data Center,44.444,80,4,2
ACCT0023402,Schibsted Centralen AB,40.74,78.571,4,2
ACCT0023442,"Datavail Corporation, Inc.",51.851,93.333,5,2
ACCT0023451,"DaVita Labs and DVA Laboratory Services, Inc.",29.629,57.142,3,2
ACCT0023459,Key Benefit Administrators Inc,<Null>,<Null>,4,4
ACCT0023479,Energinet.DK,40.74,157.142,4,1
ACCT0023490,Vita-Mix Corp,55.555,107.142,5,2
ACCT0023510,ING Services Polska Sp Zoo,40.74,73.333,4,2
ACCT0023511,GN Store Nord AS,55.555,100,5,2
ACCT0023513,CIEE Inc,14.814,<Null>,2,4
ACCT0023526,Ecole Polytechnique Federale De Lausanne EPFL,33.333,81.818,3,2
ACCT0023532,Group Health Cooperative of South Central Wisconsin,37.037,66.666,4,2
ACCT0023551,Wesfarmers Curragh Pty Ltd,29.629,57.142,3,2
ACCT0023560,Endava UK Ltd,44.444,120,4,1
ACCT0023587,RedBrick Health Corp,29.629,53.333,3,2
ACCT0023591,Ince & Co,29.629,89,3,1
ACCT0023592,Berrymans Lace Mawer LLP,29.629,53.333,3,2
ACCT0023639,CIMA Global,40.74,78.571,4,2
ACCT0023646,MODEC International Inc,62.962,100,5,3
ACCT0023653,Little Caesars Enterprises Inc,25.925,77.777,2,1
ACCT0023668,"Nexant, Inc.",29.629,57.142,3,2
ACCT0023699,MarketAxess Corp,37.037,142.857,4,1
ACCT0023711,CHAMP Cargosystems SA,70.37,118.75,5,3
ACCT0023719,Optiv,33.333,<Null>,3,4
ACCT0023722,RCS Cards Pty Ltd,44.444,<Null>,4,4
ACCT0023740,Yusen Logistics Americas Inc,66.666,112.5,5,3
ACCT0023750,Investcorp Bank BSC,14.814,44.444,2,1
ACCT0023786,Calmac Ferries Ltd,29.629,57.142,3,2
ACCT0023790,Old Mutual Life Assurance Company (South Africa) Limited,44.444,80,4,2
ACCT0023797,Bunzl Distribution USA,51.851,100,5,2
ACCT0023829,Service NSW,55.555,125,5,2
ACCT0023847,Global Fund,33.333,64.285,3,2
ACCT0023849,County Of Monterey,44.444,80,4,2
ACCT0023857,Tesco Personal Finance Plc,29.629,88.888,3,1
ACCT0023867,Tableau Software Inc,40.74,122.222,4,1
ACCT0023884,Sollentuna Kommun,33.333,64.285,3,2
ACCT0023919,Abu Dhabi National Energy Co PJSC TAQA,40.74,78.571,4,2
ACCT0023922,APG Groep N.V,40.74,73.333,4,2
ACCT0023925,University System of Georgia,11.111,23.076,1,2
ACCT0023958,LaTrobe University,48.148,130,5,1
ACCT0023963,TopGolf USA Inc,18.518,55.555,2,1
ACCT0023972,The Francis Crick Institute Ltd,18.518,55.555,2,1
ACCT0023993,Yazaki Europe Ltd,44.444,75,4,3
ACCT0024011,TomTom International BV,14.814,400,2,1
ACCT0024028,Tamimi Markets Co. Ltd,29.629,114.285,3,1
ACCT0024034,Universitetet I Agder,25.925,77.777,2,1
ACCT0024043,Northbridge Financial Corp,44.444,85.714,4,2
ACCT0024046,Tourism Development & Investment Co,33.333,128.571,3,1
ACCT0024076,Kantonsspital Aarau AG,40.74,78.571,4,2
ACCT0024104,KPN Corporate Market - HSL Department,11.111,<Null>,1,4
ACCT0024129,Nationwide Building Society (Group),62.962,100,5,3
ACCT0024130,"Plaza Home Mortgage, Inc.",25.925,46.666,2,2
ACCT0024133,Nexen Petroleum U.S.A. Inc.,33.333,60,3,2
ACCT0024135,DMI Inc,37.037,<Null>,4,4
ACCT0024136,VMWare - Cloud Ops,40.74,68.75,4,3
ACCT0024140,Panasonic Corporation Of North America,22.222,66.666,2,1
ACCT0024157,Harvard Management Company,25.925,46.666,2,2
ACCT0024160,Harvard Graduate School of Education,29.629,53.333,3,2
ACCT0024180,Pennsylvania Turnpike Commision,40.74,78.571,4,2
ACCT0024181,MasterControl Inc,29.629,57.142,3,2
ACCT0024186,SR op??rations SA,37.037,142.857,4,1
ACCT0024195,Radford University,44.444,92.307,4,2
ACCT0024216,Panoptics Ltd,29.629,53.333,3,2
ACCT0024219,Ricoh Americas Corporation - MSOC,18.518,33.333,2,2
ACCT0024222,Novabase,40.74,78.571,4,2
ACCT0024238,European Spallation Source ERIC,40.74,78.571,4,2
ACCT0024245,SUNY Oneonta,44.444,80,4,2
ACCT0024257,Queensland Department of Science Information Technology Innovation & Arts,33.333,60,3,2
ACCT0024271,Service Experts,48.148,92.857,5,2
ACCT0024304,Armstrong Atlantic State University,14.814,44.444,2,1
ACCT0024308,Dallas/Fort Worth International Airport,29.629,80,3,1
ACCT0024311,AVG Technologies CZ sro,37.037,71.428,4,2
ACCT0024336,"Hitachi Management Partner, Corp.",18.518,33.333,2,2
ACCT0024344,Rolls Royce Controls and Data Services Ltd (CDS) (Former OSyS),44.444,80,4,2
ACCT0024345,Qliktech,59.259,123.076,5,2
ACCT0024355,Greater Orlando Aviation Authority,11.111,33.333,1,1
ACCT0024363,Neisa Nordic AB,25.925,87.5,2,1
ACCT0024372,KGHM International Ltd,25.925,50,2,2
ACCT0024376,Louis Dreyfus Company (Former Louis Dreyfus Commodities Services SAS (Lyon),33.333,64.285,3,2
ACCT0024382,Pan-American Life Insurance Company,40.74,78.571,4,2
ACCT0024387,INRA,40.74,100,4,2
ACCT0024388,Almirall SA,11.111,33.333,1,1
ACCT0024408,Ministry of Health NSW,29.629,114.285,3,1
ACCT0024410,Union Solutions Ltd,22.222,42.857,2,2
ACCT0024431,Home Trust Company,37.037,71.428,4,2
ACCT0024437,Altius Consulting Ltd,22.222,66.666,2,1
ACCT0024468,"PUNTO FA, S.L.",25.925,100,2,1
ACCT0024470,"The Housing Authority of the City of Atlanta, Georgia",29.629,57.142,3,2
ACCT0024472,NISA Investment Advisors LLC,37.037,71.428,4,2
ACCT0024481,NGL Energy Partners LP,22.222,40,2,2
ACCT0024501,Azul Linhas Aereas Brasileiras SA,25.925,87.5,2,1
ACCT0024547,BRF Foods,18.518,71.428,2,1
ACCT0024559,Grupo Botic?írio,14.814,44.444,2,1
ACCT0024582,E-Global,25.925,63.636,2,2
ACCT0024584,Procano AS,22.222,85.714,2,1
ACCT0024588,Globe Telecom Inc,44.444,85.714,4,2
ACCT0024597,PanAust Services Pty Ltd,48.148,86.666,5,2
ACCT0024600,Legal & General Investment Management,51.851,116.666,5,2
ACCT0024605,PGDS (UK One) Ltd,18.518,38.461,2,2
ACCT0024608,Foxtel IT,33.333,<Null>,3,4
ACCT0024612,Grupo Globo SA,3.703,11.111,1,1
ACCT0024640,Verifone Ltd,48.148,92.857,5,2
ACCT0024671,Sem PARAR,25.925,77.777,2,1
ACCT0024696,Infor Global Solutions SaaS Division,37.037,71.428,4,2
ACCT0024742,University of Leeds,37.037,66.666,4,2
ACCT0024750,Stowers Institute For Medical Research,37.037,66.666,4,2
ACCT0024754,University of Bradford,44.444,150,4,1
ACCT0024764,Hertfordshire Bedfordshire & Luton ICT Shared Services,22.222,66.666,2,1
ACCT0024773,Mokum Change Management Ltd,29.629,57.142,3,2
ACCT0024848,Hess Corporation,59.259,100,5,3
ACCT0024863,MVM Inc,14.814,26.666,2,2
ACCT0024898,Styrolution Group GmbH,44.444,85.714,4,2
ACCT0024907,Texas Comptroller of Public Accounts,40.74,73.333,4,2
ACCT0024914,Caverion Oyj,29.629,57.142,3,2
ACCT0024921,"Inrix, Inc.",44.444,85.714,4,2
ACCT0025026,Wittur GmbH,22.222,85.714,2,1
ACCT0025031,Wilmar International Ltd,33.333,100,3,1
ACCT0025043,Far East Management (Private) Limited,14.814,57.142,2,1
ACCT0025054,Capital One Europe Plc,11.111,<Null>,1,4
ACCT0025080,TransAction Solutions Ltd,44.444,171.428,4,1
ACCT0025099,GREE Inc,14.814,50,2,1
ACCT0025100,Comcast Interactive Media,48.148,86.666,5,2
ACCT0025103,Ascenty Telecomunicacoes Ltda,55.555,93.75,5,3
ACCT0025122,Denner AG,33.333,90,3,1
ACCT0025125,Chanel SAS,33.333,112.5,3,1
ACCT0025135,National Student Financial Aid Scheme NSFAS,51.851,100,5,2
ACCT0025146,AIA Group Limited,44.444,85.714,4,2
ACCT0025149,DL Groupe,29.629,61.538,3,2
ACCT0025167,Dice Holdings,48.148,92.857,5,2
ACCT0025183,United Bankers Bank,37.037,66.666,4,2
ACCT0025189,Hertshten Group Limited,22.222,42.857,2,2
ACCT0025192,BAE Systems Maritime -  Naval Ships,51.851,87.5,5,3
ACCT0025203,SRA (Internal IT),18.518,33.333,2,2
ACCT0025211,MLC Wealth Management - NAB - JB Were,29.629,53.333,3,2
ACCT0025214,"Commonwealth Altadis, Inc.",37.037,71.428,4,2
ACCT0025221,Coor Service Management Group AB,29.629,89,3,1
ACCT0025224,Driver & Vehicle Licensing Agency,37.037,125,4,1
ACCT0025231,City Link Ltd,22.222,42.857,2,2
ACCT0025249,Certsure LLP,22.222,42.857,2,2
ACCT0025272,"Dealersocket, Inc.",22.222,66.666,2,1
ACCT0025273,APICS,37.037,125,4,1
ACCT0025277,Airport Authority Hong Kong,29.629,61.538,3,2
ACCT0025295,Chr. Hansen Holding A/S,22.222,75,2,1
ACCT0025313,Bodycote Plc,44.444,<Null>,4,4
ACCT0025317,Harvard Business School,44.444,85.714,4,2
ACCT0025326,Blue Water Shipping AS,29.629,72.727,3,2
ACCT0025334,Harvard Medical School,37.037,66.666,4,2
ACCT0025368,Wyless Inc,11.111,42.857,1,1
ACCT0025387,Targetbase,44.444,75,4,3
ACCT0025392,Coca-Cola Business Service Ltd Japan,29.629,53.333,3,2
ACCT0025394,"PRWT Services, Inc.",25.925,70,2,1
ACCT0025417,Lower Hudson Regional Information Center,25.925,46.666,2,2
ACCT0025428,KPMG LLP UK,48.148,86.666,5,2
ACCT0025437,Fineco Bank SpA,18.518,<Null>,2,4
ACCT0025444,Lincoln Learning Solutions,25.925,50,2,2
ACCT0025462,Prudential Services Singapore Pte. Ltd.,37.037,125,4,1
ACCT0025525,Link Partners Internet Technology,33.333,60,3,2
ACCT0025539,Southern Cross Computer Systems Pty Ltd,22.222,85.714,2,1
ACCT0025593,JustGiving,14.814,28.571,2,2
ACCT0025605,Financial Conduct Authority,37.037,111.111,4,1
ACCT0025636,Banca Popolare di Sondrio,40.74,100,4,2
ACCT0025640,American Homes 4 Rent,33.333,128.571,3,1
ACCT0025643,Nexeo Solutions LLC,40.74,100,4,2
ACCT0025645,MGM Macau,59.259,133.333,5,2
ACCT0025658,Vocus Communications Ltd,48.148,92.857,5,2
ACCT0025661,De Alliantie,18.518,71.428,2,1
ACCT0025671,"Fedex Corporate Services, Inc",40.74,110,4,1
ACCT0025673,Federation University Australia,44.444,100,4,2
ACCT0025708,Sogeti Sverige AB,33.333,128.571,3,1
ACCT0025713,"Mizuho Securities Co., Ltd.",18.518,71.428,2,1
ACCT0025738,Destia Oy,18.518,33.333,2,2
ACCT0025742,Sareb,25.925,46.666,2,2
ACCT0025745,Enexis,29.629,114.285,3,1
ACCT0025749,InHealth Ltd,29.629,80,3,1
ACCT0025767,University of Toronto Mississauga,14.814,30.769,2,2
ACCT0025785,Northeast Community College,37.037,90.909,4,2
ACCT0025799,Lombardia Gestione SRL,25.925,77.777,2,1
ACCT0025802,Tally Weijl Trading AG,25.925,50,2,2
ACCT0025812,Catawba Valley Medical Center Inc,51.851,93.333,5,2
ACCT0025817,Wal-Mart Brasil,48.148,92.857,5,2
ACCT0025836,ELS Gestion (Editions Lefebvre Sarrut),22.222,75,2,1
ACCT0025874,Dallas Area Rapid Transit,11.111,33.333,1,1
ACCT0025886,NCC AB,44.444,75,4,3
ACCT0025887,"AbbVie, Inc.",51.851,93.333,5,2
ACCT0025903,Br??drene Dahl AS,14.814,57.142,2,1
ACCT0025911,IGS Energy Inc,44.444,171.428,4,1
ACCT0025913,Highway To Health Worldwide,18.518,55.555,2,1
ACCT0025921,Chanel Hong Kong - APAC,40.74,73.333,4,2
ACCT0025929,IFS World Operations AB,51.851,93.333,5,2
ACCT0025941,Downer Group,25.925,50,2,2
ACCT0025942,Intersect Australia Ltd,25.925,63.636,2,2
ACCT0025949,Tricentis Technology & Consulting GmbH,33.333,112.5,3,1
ACCT0025961,EMC Rubicon,51.851,93.333,5,2
ACCT0025962,Imperium - Robinson And Co,18.518,<Null>,2,4
ACCT0025972,ForeScout Technologies Inc,33.333,69.23,3,2
ACCT0025999,Education Bureau,11.111,30,1,1
ACCT0026011,HealthStream Inc,11.111,33.333,1,1
ACCT0026021,High Speed Two Ltd HS2,22.222,66.666,2,1
ACCT0026027,ChenMed LLC,18.518,55.555,2,1
ACCT0026033,Avago Technologies International Sales Pte Limited,51.851,82.352,5,3
ACCT0026049,Service IT Direct,25.925,46.666,2,2
ACCT0026054,University of California Berkeley - Campus Shared Services,44.444,75,4,3
ACCT0026066,TH Real Estate,55.555,93.75,5,3
ACCT0026076,State of Ohio Department of Transportation,37.037,58.823,4,3
ACCT0026078,Coca-Cola Company - CONA,40.74,78.571,4,2
ACCT0026088,Wynn Design And Development,11.111,37.5,1,1
ACCT0026092,Viseca Card Service SA,33.333,128.571,3,1
ACCT0026093,Fincantieri Spa,29.629,61.538,3,2
ACCT0026095,Forcht Group,18.518,55.555,2,1
ACCT0026099,Pure Storage Inc,22.222,40,2,2
ACCT0026102,PT Garuda Indonesia (Persero) Tbk.,33.333,64.285,3,2
ACCT0026123,A2A SpA,11.111,23.076,1,2
ACCT0026131,DTZ,14.814,50,2,1
ACCT0026147,Cancer Institute NSW,40.74,73.333,4,2
ACCT0026203,HCL - Leidos Inc HR,11.111,30,1,1
ACCT0026230,City Of Windsor,22.222,54.545,2,2
ACCT0026231,Franklin County,11.111,21.428,1,2
ACCT0026245,Securitas GmbH,33.333,100,3,1
ACCT0026320,QD Sverige AB,51.851,200,5,1
ACCT0026332,Bulgari SpA,11.111,33.333,1,1
ACCT0026338,North West Redwater Partnership,40.74,78.571,4,2
ACCT0026344,MIT Sloan School of Management,<Null>,<Null>,4,2
ACCT0026351,City of Minneapolis,37.037,66.666,4,2
ACCT0026353,Red Book Connect LLC,33.333,64.285,3,2
ACCT0026366,Netixia,22.222,42.857,2,2
ACCT0026378,Risk Management Solutions Inc (RMS),40.74,157.142,4,1
ACCT0026380,One Housing Group Ltd,29.629,88.888,3,1
ACCT0026385,Snow Software AB,29.629,114.285,3,1
ACCT0026402,Incyte Corporation,25.925,46.666,2,2
ACCT0026408,Six Degrees Group,48.148,162.5,5,1
ACCT0026412,Comcast Ecommerce,40.74,73.333,4,2
ACCT0026415,Pontis Ltd,22.222,66.666,2,1
ACCT0026423,Toyota Canada Inc.,59.259,106.666,5,2
ACCT0026426,Wellington Institute Of Technology (WelTec - W2 Shared Services),55.555,115.384,5,2
ACCT0026449,Condeco Limited,33.333,128.571,3,1
ACCT0026460,Cisel Informatique,33.333,128.571,3,1
ACCT0026461,TOMS Shoes Inc,14.814,57.142,2,1
ACCT0026474,National Institute Of Education,14.814,36.363,2,2
ACCT0026477,Carfax Inc,51.851,155.555,5,1
ACCT0026483,BDNA Corporation,29.629,53.333,3,2
ACCT0026485,VMWare - MBU SaaS,14.814,28.571,2,2
ACCT0026504,DIIG UK Ltd,25.925,100,2,1
ACCT0026523,QualTek Services,25.925,46.666,2,2
ACCT0026527,Regional Transportation District,55.555,100,5,2
ACCT0026531,TAL Life,44.444,92.307,4,2
ACCT0026545,Harris Associates LP,44.444,133.333,4,1
ACCT0026573,Qiagen GmbH,59.259,177.777,5,1
ACCT0026613,Wilton RE,18.518,71.428,2,1
ACCT0026620,Fandango Inc,14.814,44.444,2,1
ACCT0026626,The Bank of Tokyo-Mitsubishi UFJ Ltd,66.666,128.571,5,2
ACCT0026629,GRDF,22.222,37.5,2,3
ACCT0026631,Tarmac Services Ltd,14.814,44.444,2,1
ACCT0026637,Orifarm Group AS,18.518,55.555,2,1
ACCT0026643,RAZER (ASIA-PACIFIC) PTE. LTD,40.74,64.705,4,3
ACCT0026653,Kewill Limited,33.333,128.571,3,1
ACCT0026663,The Marketing Store,18.518,71.428,2,1
ACCT0026664,Millennium Health LLC,22.222,66.666,2,1
ACCT0026668,Instru optiikka Oy,29.629,88.888,3,1
ACCT0026726,Study Group Pty Ltd,22.222,60,2,1
ACCT0026727,Helloworld Ltd,11.111,20,1,2
ACCT0026735,Aconex,59.259,88.888,5,3
ACCT0026772,Safeguards G4S Sdn Bhd,33.333,128.571,3,1
ACCT0026774,Health Education England,22.222,85.714,2,1
ACCT0026799,TAFE Information Service,44.444,80,4,2
ACCT0026810,St Charles County Government,40.74,78.571,4,2
ACCT0026812,The Chinese University Of Hong Kong,7.407,13.333,1,2
ACCT0026827,Mutual & Federal,29.629,61.538,3,2
ACCT0026846,Nissan International SA,40.74,157.142,4,1
ACCT0026889,Orbotech Ltd,33.333,128.571,3,1
ACCT0026897,Nike - Digital,59.259,106.666,5,2
ACCT0026902,Linear Asset Management Ltd,33.333,56.25,3,3
ACCT0026935,Orora Packaging Australia,59.259,100,5,3
ACCT0026936,Commonwealth of PA - Labor and Industry Agency,33.333,56.25,3,3
ACCT0026938,CLEAResult Consulting Inc,33.333,112.5,3,1
ACCT0026942,Snam SpA (Snam Rete Gas),29.629,88.888,3,1
ACCT0026974,Banco Toyota Do Brasil SA,44.444,133.333,4,1
ACCT0027003,Ortivus UK Ltd,25.925,100,2,1
ACCT0027016,Fingrid Oyj,37.037,90.909,4,2
ACCT0027079,McGraw-Hill Global Education Holdings LLC,22.222,42.857,2,2
ACCT0027080,PCTI Solutions Ltd,29.629,114.285,3,1
ACCT0027081,Government Employees Health Association Inc GEHA,11.111,30,1,1
ACCT0027128,Fast Retailing Co Ltd,18.518,55.555,2,1
ACCT0027189,IT One Co Ltd,25.925,77.777,2,1
ACCT0027357,Bank Of Ireland,11.111,33.333,1,1
ACCT0027458,Campus Management Corp.,40.74,122.222,4,1
ACCT0027485,Stratus Technologies - IT Infrastructure & Services,44.444,80,4,2
ACCT0027488,SoloHealth Inc,29.629,57.142,3,2
ACCT0027507,Kinetic IT Pty Ltd,29.629,100,3,1
ACCT0027522,Prudential Group Insurance,44.444,75,4,3
ACCT0027537,School Employees Retirement System of Ohio,18.518,71.428,2,1
ACCT0027540,Hitachi Data Systems (HDS),29.629,53.333,3,2
ACCT0027549,Alternative Networks Plc,37.037,111.111,4,1
ACCT0027557,McKinsey & Company Inc. GmbH,29.629,66.666,3,2
ACCT0027558,SEGES,33.333,128.571,3,1
ACCT0027565,Vertex Inc,22.222,66.666,2,1
ACCT0027574,NTT Com Security (Germany) GmbH,14.814,<Null>,2,4
ACCT0027577,White Clarke Group Ltd,25.925,100,2,1
ACCT0027589,Braun Intertec Corporation,33.333,100,3,1
ACCT0027593,ING Bank Slaski SA,37.037,66.666,4,2
ACCT0027600,Keolis - MA DOT,40.74,73.333,4,2
ACCT0027621,Cumbria County Council,55.555,107.142,5,2
ACCT0027631,Teacher's College Columbia University,51.851,87.5,5,3
ACCT0027654,Mox Networks LLC,25.925,100,2,1
ACCT0027692,ContainerChain Pty Ltd,29.629,114.285,3,1
ACCT0027739,Advanced Personnel Management,29.629,114.285,3,1
ACCT0027779,Graymont Ltd,22.222,60,2,1
ACCT0027868,CNHI International SA,37.037,100,4,1
ACCT0027871,Infosys - Bombardier,66.666,112.5,5,3
ACCT0027882,Vaderstad AB,29.629,80,3,1
ACCT0027884,"Corporativo Bimbo ,S.A. de C.V.",40.74,78.571,4,2
ACCT0027887,Unister GmbH,22.222,85.714,2,1
ACCT0027934,Grupo Nacional Provincial SAB,25.925,100,2,1
ACCT0028019,TMB Bank PCL,11.111,<Null>,1,4
ACCT0028236,L&H Group,40.74,84.615,4,2
ACCT0028440,CIECH S A,22.222,85.714,2,1
ACCT0028443,"Forum Energy Technologies, Inc.",37.037,71.428,4,2
ACCT0028570,The Permanente Medical Group Inc,44.444,133.333,4,1
ACCT0028757,Air New Zealand Ltd,33.333,90,3,1
ACCT0028989,Macnica Inc,29.629,88.888,3,1
ACCT0029371,Workplace Safety And Insurance Board,11.111,25,1,2
ACCT0029383,Queensland Department Of Communities Child Safety And Disability Services,18.518,55.555,2,1
ACCT0029651,El Al Israel Airlines Ltd,29.629,80,3,1
ACCT0029682,Calik Holding AS,29.629,114.285,3,1
ACCT0029715,ADAMA Agricultural Solutions Ltd,22.222,66.666,2,1
ACCT0030110,Inter IKEA Systems BV,44.444,133.333,4,1
ACCT0030591,Galliford Try Plc,37.037,100,4,1
ACCT0030758,iQor US Inc,<Null>,<Null>,4,1
ACCT0030795,Metal Manufactures Ltd,14.814,<Null>,2,4
ACCT0031055,Sisk Group,44.444,171.428,4,1
ACCT0031127,Vifor (International) AG,14.814,26.666,2,2
ACCT0031146,Wavex Technology Limited,66.666,128.571,5,2
ACCT0031149,Novitex,29.629,88.888,3,1
ACCT0031181,Department Of Parliamentary Services,14.814,<Null>,2,4
ACCT0031186,Outbrain Inc,25.925,46.666,2,2
ACCT0031191,Infosys Limited - UCAS,37.037,142.857,4,1
ACCT0031215,Mediobanca Innovation Services SCPA,29.629,72.727,3,2
ACCT0031220,Infosys - AMP,29.629,114.285,3,1
ACCT0031239,Eagle Brook Church,<Null>,<Null>,4,2
ACCT0031252,International Livestock Research Institute-ILRI/World Agroforestry Center-ICRAF,33.333,128.571,3,1
ACCT0031260,Paragon Offshore,29.629,72.727,3,2
ACCT0031271,Fremont Bank,14.814,57.142,2,1
ACCT0031277,Playtika Ltd,33.333,128.571,3,1
ACCT0031295,Emitac Mobile Solutions EMS,11.111,33.333,1,1
ACCT0031303,Servair,25.925,100,2,1
ACCT0031308,Is Yatirim,18.518,35.714,2,2
ACCT0031323,Wynn Resorts Macau SA,25.925,63.636,2,2
ACCT0031374,1-Net Singapore Pte Ltd,37.037,111.111,4,1
ACCT0031387,"Time Warner Enterprise Infrastructure Services, Inc.",51.851,66.666,5,3
ACCT0031398,Network Services Norden AB,11.111,33.333,1,1
ACCT0031404,Mercy Health & Aged Care Inc,22.222,75,2,1
ACCT0031422,Gentherm Inc,37.037,90.909,4,2
ACCT0031489,Daiichi Sankyo Co Ltd,11.111,33.333,1,1
ACCT0031544,Japan Tobacco Inc,11.111,18.75,1,3
ACCT0031579,Murata Manufacturing Co Ltd,18.518,50,2,1
ACCT0031590,Nissan Motor Co Ltd,11.111,42.857,1,1
ACCT0031673,Valeant Pharmaceuticals,18.518,62.5,2,1
ACCT0031718,Kaplan Australia Pty Ltd,22.222,85.714,2,1
ACCT0031729,Nitto Inc,<Null>,<Null>,4,4
ACCT0031751,AQR Capital Management LLC,40.74,73.333,4,2
ACCT0031771,State Teachers Retirement System of Ohio,37.037,83.333,4,2
ACCT0031775,Evry Sweden,44.444,70.588,4,3
ACCT0031784,Maurice Blackburn Lawyers,40.74,73.333,4,2
ACCT0031806,C Spire Wireless,40.74,157.142,4,1
ACCT0031810,Watermark Estate Management Services LLC,18.518,55.555,2,1
ACCT0031819,Synchrony Financial,44.444,120,4,1
ACCT0031823,ENI E&P,14.814,33.333,2,2
ACCT0031836,TriRivers Health Partners,29.629,114.285,3,1
ACCT0031880,Cemex Central SA De CV,33.333,75,3,2
ACCT0032271,Suzano Papel E Celulose SA,33.333,112.5,3,1
ACCT0032548,Halyard Health (Avent),55.555,136.363,5,2
ACCT0032552,Apotek 1 Kjeden,18.518,35.714,2,2
ACCT0032557,Ethos Group Inc,44.444,85.714,4,2
ACCT0032574,VMWare E2E,37.037,71.428,4,2
ACCT0032584,Prudential Holdings Ltd,11.111,30,1,1
ACCT0032585,MJ Flood Ltd,29.629,57.142,3,2
ACCT0032593,Dallas County Community College District,22.222,66.666,2,1
ACCT0032599,Olswang LLP,33.333,69.23,3,2
ACCT0032623,Coca-Cola Enterprises Inc,40.74,73.333,4,2
ACCT0032624,Coach IT,44.444,80,4,2
ACCT0032625,Stone Brewing Co,44.444,120,4,1
ACCT0032641,Mediro ICT (Samancor Chrome Ltd),29.629,61.538,3,2
ACCT0032649,Aeroports De Montreal,33.333,<Null>,3,4
ACCT0032678,TAL Apparel Limited,18.518,31.25,2,3
ACCT0032686,LzLabs GmbH,14.814,400,2,1
ACCT0032739,Johns Hopkins University Medical,29.629,53.333,3,2
ACCT0032745,BDO Intl - Netherlands,11.111,33.333,1,1
ACCT0032759,Iberian Lube Base Oils Co SA,22.222,85.714,2,1
ACCT0032777,UMB AG,33.333,128.571,3,1
ACCT0032782,Lucozade Ribena Suntory Ltd,37.037,66.666,4,2
ACCT0032784,WalMart.com USA LLC,48.148,144.444,5,1
ACCT0032796,Selmec Equipos Industriales SA De CV,22.222,50,2,2
ACCT0032804,Autodesk - Cloud Operations,48.148,144.444,5,1
ACCT0032814,Hulu LLC,18.518,<Null>,2,4
ACCT0032828,Carlson Wagonlit Travel Inc.,51.851,100,5,2
ACCT0032837,MTI Technology Ltd,11.111,25,1,2
ACCT0032864,Great Oaks Institute of Technology & Career Development,14.814,28.571,2,2
ACCT0032869,SANS Institute LLC,29.629,80,3,1
ACCT0032873,Nacional Monte De Piedad,37.037,90.909,4,2
ACCT0032889,Askesis Development Group Inc,29.629,57.142,3,2
ACCT0032915,CISIRH (former Operateur National de Paye),22.222,66.666,2,1
ACCT0032939,New Belgium Brewery,33.333,75,3,2
ACCT0032941,Group O Inc,25.925,53.846,2,2
ACCT0033012,Secure-24 - Western Alliance Bancorporation,29.629,53.333,3,2
ACCT0033031,Winsopia Ltd,14.814,400,2,1
ACCT0033041,Amprion GmbH,11.111,<Null>,1,4
ACCT0033051,Wentworth Institute Of Technology Inc,14.814,28.571,2,2
ACCT0033134,Hospira Corporate,40.74,157.142,4,1
ACCT0033139,OLR Retail,33.333,90,3,1
ACCT0033149,Vivint Wireless Inc,40.74,275,4,1
ACCT0033171,Austin Radiological Association,55.555,125,5,2
ACCT0033180,SunGard - Gate Group,48.148,"1,300",5,1
ACCT0033181,Great West Casualty Company,29.629,114.285,3,1
ACCT0033188,TK Holdings Inc,22.222,66.666,2,1
ACCT0033234,Queensland Corrective Services,29.629,53.333,3,2
ACCT0033238,Code42 Software Inc,18.518,29.411,2,3
ACCT0033260,Amazon Robotics,25.925,77.777,2,1
ACCT0033303,Creval Sistemi e Servizi Soc.Cons.P.A.(Former Bankadati),40.74,122.222,4,1
ACCT0033325,Oportun,33.333,64.285,3,2
ACCT0033360,Hogarth Worldwide Ltd,11.111,42.857,1,1
ACCT0033363,"ONE Gas, Inc.",51.851,93.333,5,2
ACCT0033371,Wintershall Norge AS,40.74,84.615,4,2
ACCT0033385,Pickles Auctions PTY Limited,37.037,142.857,4,1
ACCT0033394,RigNet Inc,44.444,171.428,4,1
ACCT0033395,United Network For Organ Sharing,29.629,114.285,3,1
ACCT0033422,GrandVision Retail Holding BV,40.74,122.222,4,1
ACCT0033425,Public Transport Development Authority,25.925,53.846,2,2
ACCT0033461,The Midcounties Co-Operative Ltd,33.333,100,3,1
ACCT0033469,Hudson Global Resources Australia Pty Ltd,25.925,70,2,1
ACCT0033470,International Baccalaureate Organization (Singapore Branch),37.037,142.857,4,1
ACCT0033492,Auditmacs,25.925,87.5,2,1
ACCT0033503,EMC Corporation (Customer),55.555,88.235,5,3
ACCT0033510,Jason Inc,25.925,100,2,1
ACCT0033511,Grain Craft Inc,14.814,22.222,2,3
