AccountNumber,AcctName,CustomerAgeCategoryIndicator,AcctPaymentStatusIndicator,RepChangesinLast12Months_SUM,NumberOfProductionInstances_SUM,OptyWonLast12Months_Percent_SUM
ACCT0020442,Cairns Regional Council,1,2,1,1,75
ACCT0020463,Fairfax Media,2,2,2,1,57.14
ACCT0020472,Santos Ltd,1,2,3,1,100
ACCT0020478,Motorola Solutions UK Ltd,1,2,3,1,100
ACCT0020482,Playtech,2,2,2,1,60
ACCT0020486,Public Transport Authority WA,1,2,1,1,100
ACCT0020490,Murray Goulburn Co-Op,2,2,1,1,36.36
ACCT0020500,Cleanaway Waste Management Limited,2,2,2,1,100
ACCT0020503,GrainCorp Ltd,1,2,2,1,100
ACCT0020508,Inghams Enterprises Pty Ltd,1,2,2,1,100
ACCT0020512,Kinetic IT - Water Corporation,1,2,1,1,100
ACCT0020544,University Of Melbourne,1,2,1,1,96.66
ACCT0020548,Reece Australia Ltd,2,2,2,1,100
ACCT0020575,Laing O'Rourke Australia Pty Ltd,1,2,3,1,100
ACCT0020588,Trust Company Of America,2,2,2,1,50
ACCT0020590,University of Newcastle,1,2,2,1,75
ACCT0020594,Merlin Entertainments Group Ltd,2,2,4,1,100
ACCT0020608,BNP Paribas Investment Partners,3,2,1,1,<Null>
ACCT0020609,BNP Paribas Securities Services (BP2S),2,2,2,1,100
ACCT0020612,BNP Paribas Cardif,2,2,2,1,100
ACCT0020618,"American Foods Group, LLC",2,2,2,1,<Null>
ACCT0020625,"University of Technology, Sydney",2,2,2,1,100
ACCT0020628,Optiver,2,2,2,1,75
ACCT0020632,Imtech,2,2,1,1,<Null>
ACCT0020649,Wright State University,1,2,1,1,50
ACCT0020682,Gearbulk UK Ltd,2,2,2,1,<Null>
ACCT0020708,La Poste DISIT,3,2,1,1,100
ACCT0020717,Technopolis Oyj,3,2,1,1,100
ACCT0020718,IF IT Services A/S,3,2,1,1,64.28
ACCT0020719,Good Technology Corp,2,2,2,1,80
ACCT0020726,STELSIA,2,2,1,1,0
ACCT0020732,BinckBank NV,1,2,3,1,100
ACCT0020736,Fitness First Clubs Ltd,2,2,3,1,0
ACCT0020745,St. Mary's College of California,2,2,3,1,50
ACCT0020764,An Post,1,2,1,2,66.66
ACCT0020771,Intergraph Corporation,3,2,1,1,66.66
ACCT0020780,Bred Banque Populaire,2,2,1,1,80
ACCT0020782,"Kabam, Inc.",3,2,2,1,100
ACCT0020787,Truven Health Analytics Inc,3,2,1,1,25
ACCT0020803,Compass Group Australia Pty Ltd,2,2,2,1,90.9
ACCT0020827,APA Group,2,2,2,1,100
ACCT0020840,Canon Australia Pty Ltd,1,2,2,2,100
ACCT0020844,Aristocrat Technologies Australia Pty Ltd,1,2,1,1,50
ACCT0020854,Ruralco Holdings Ltd,1,2,3,1,100
ACCT0020872,Deloitte Australia (Customer),1,2,1,1,83.33
ACCT0020876,Quadrant Energy Pty Ltd,2,2,2,1,80
ACCT0020891,AngloGold Ashanti,3,2,2,1,33.33
ACCT0020898,Value Retail PLC,2,2,1,1,0
ACCT0020905,Mazda Motor Logistics Europe NV,3,2,2,1,66.66
ACCT0020913,Synapsis IT,3,2,2,1,66.66
ACCT0020928,The University of the Free State - UFS,1,2,1,1,33.33
ACCT0020937,City and County of San Francisco Department of Technology,2,2,3,1,100
ACCT0020945,Telenor Norge AS,<Null>,2,3,1,57.14
ACCT0020951,DentaQuest LLC,2,2,1,1,83.33
ACCT0020962,Affecto Plc,3,2,1,1,50
ACCT0020978,Charles Taylor PLC,3,2,2,1,50
ACCT0020991,Stockholms Lans Landsting SLL IT,1,2,1,<Null>,83.33
ACCT0021014,Global Collect Services B.V.,3,2,4,2,75
ACCT0021023,Geller & Company LLC,3,2,3,1,100
ACCT0021026,AMAG Automobil,3,2,1,1,50
ACCT0021029,Diplomat Specialty Pharmacy Of Flint LLC,<Null>,2,3,1,80
ACCT0021030,University of Sunshine Coast QLD,3,2,1,1,100
ACCT0021031,NIC Inc.,3,2,3,1,100
ACCT0021034,Kinetic IT - BHP,3,2,1,<Null>,50
ACCT0021055,GENEX Services LLC,3,2,1,1,25
ACCT0021058,Ervia,3,2,1,1,100
ACCT0021065,CVent Inc,2,2,2,1,25
ACCT0021069,"Synoptek, LLC",3,2,2,<Null>,100
ACCT0021080,CS Energy Ltd,1,2,1,1,66.66
ACCT0021091,AMI Strategies Inc,2,2,4,1,75
ACCT0021116,University of Tasmania,2,2,1,1,100
ACCT0021133,Alnatura Produktions u. Handels GmbH,2,2,3,1,0
ACCT0021138,Massachusetts Bay Transportation Authority,2,2,1,1,50
ACCT0021156,RACQ Investments Pty Ltd,2,2,1,1,57.14
ACCT0021176,RKON Technologies,3,2,1,1,100
ACCT0021182,Mark Anthony Group Inc,2,2,2,1,66.66
ACCT0021191,NWN Corporation,2,2,2,1,100
ACCT0021203,Voxai Solutions Inc,1,2,1,1,100
ACCT0021209,GroupM,3,2,2,1,100
ACCT0021211,Securitas Direct Spain,3,2,2,<Null>,33.33
ACCT0021242,City Of Townsville,1,2,1,1,33.33
ACCT0021262,ING BANK N.V. Succursale di Milano,2,2,1,1,<Null>
ACCT0021273,Lake Macquarie City Council,2,2,2,1,<Null>
ACCT0021283,Com Hem AB,3,2,2,1,80
ACCT0021297,Coop Norway,2,2,1,1,100
ACCT0021344,Sprouts Farmers Market Inc,1,2,1,1,55.55
ACCT0021346,"Interactive Intelligence Group, Inc. (CORP)",3,2,1,1,50
ACCT0021362,TrelleborgVibracoustic GmbH,3,2,1,1,<Null>
ACCT0021363,Jive Software,2,2,1,1,66.66
ACCT0021365,Mellanox Technologies Ltd,3,2,1,1,71.42
ACCT0021372,Vitality Health Insurance Ltd,3,2,1,1,88.88
ACCT0021385,Banca Mediolanum S.p.A.,2,2,1,1,100
ACCT0021403,Scotia Bank,3,2,1,1,50
ACCT0021404,Trinity Health-ND,2,2,1,1,100
ACCT0021418,TTC Travel Group Limited,3,2,1,1,100
ACCT0021419,IO Data Centers LLC,3,2,1,1,100
ACCT0021420,BioClinica,3,2,2,1,100
ACCT0021429,Auckland Transport,1,2,2,1,85.71
ACCT0021431,Goteborgs Stad,2,2,1,1,0
ACCT0021432,Velux AS,2,2,2,1,100
ACCT0021434,TELoIP,3,2,5,<Null>,<Null>
ACCT0021444,Zetup AB,3,2,2,1,100
ACCT0021445,Bolton NHS Foundation Trust,3,2,2,1,100
ACCT0021447,K??benhavns Lufthavne A/S,3,2,1,1,50
ACCT0021464,Mets?ñ Group,3,2,1,1,0
ACCT0021485,Intergraph Corporation - Metrology,3,2,1,1,100
ACCT0021503,County of San Mateo,2,2,2,1,100
ACCT0021509,NSW Rural Fire Service,2,2,1,1,66.66
ACCT0021563,The Home Depot U.S.A. Inc. (SOC),3,2,1,1,100
ACCT0021567,OLX Argentina,3,2,2,<Null>,0
ACCT0021569,Office for National Statistics,2,2,1,1,33.33
ACCT0021594,Guerbet,3,2,3,1,100
ACCT0021597,AgStar Financial Services,2,2,3,1,50
ACCT0021600,Upstream Print Solutions Pty ltd,3,2,2,1,50
ACCT0021619,Maersk Olie og Gas A/S,2,2,3,1,100
ACCT0021621,EDF Trading Ltd,2,2,1,1,75
ACCT0021630,Crossrail Ltd,1,2,3,1,100
ACCT0021648,Partners Group AG,3,2,2,1,83.33
ACCT0021655,Department of Justice,1,2,1,1,66.66
ACCT0021657,Research And Education Advanced Network New Zealand REANNZ,3,2,2,1,100
ACCT0021660,ING Group NV,2,2,3,2,64.7
ACCT0021670,DexCom inc,1,2,1,1,100
ACCT0021684,Phillips66,3,2,3,1,78.57
ACCT0021705,Apollo Management Holdings L.P.,3,2,3,1,50
ACCT0021713,NTMA,3,2,2,<Null>,0
ACCT0021716,Gatwick Airport Ltd,3,2,1,1,100
ACCT0021735,SNS Bank NV,1,2,2,1,60
ACCT0021739,MCAP Service Corp,1,2,3,1,100
ACCT0021740,WIND Mobile Corp.,2,2,2,1,70
ACCT0021753,Post Office Ltd,2,2,1,<Null>,0
ACCT0021790,Bravonext SA [Formerly Lastminute.com Ltd],1,2,1,1,100
ACCT0021794,ING Bank Australia Ltd,1,2,3,1,70
ACCT0021810,Royal Automobile Association SA,1,2,3,1,100
ACCT0021823,InterDealer,3,2,3,<Null>,0
ACCT0021833,BlueCrest Capital Management UK LLP,3,2,2,1,50
ACCT0021857,"Department of Finance, Australia Government",2,2,1,1,72.72
ACCT0021859,Australian Prudential Regulation Authority,2,2,1,1,80
ACCT0021884,Autoliv AB (UK),2,2,3,1,60
ACCT0021941,Bedag Informatik AG,2,2,2,2,20
ACCT0021957,LEO Pharma AS,1,2,1,1,50
ACCT0021967,FlexiGroup Limited,2,2,2,1,0
ACCT0021974,Stolt-Nielsen Holdings B.V.,2,2,3,1,0
ACCT0021991,"Mathematica Policy Research, Inc.",3,2,4,1,75
ACCT0021997,University of California - Office of the President - Risk Services,3,2,3,1,0
ACCT0022009,Fujitsu - Fod Fedict,1,2,4,1,100
ACCT0022036,Elementis Worldwide Inc,2,2,3,1,100
ACCT0022044,Netafim Ltd.,3,2,1,2,100
ACCT0022061,ZeniMax Online Services,3,2,3,1,100
ACCT0022093,SchoolsFirst FCU,1,2,1,1,100
ACCT0022123,NextDC Ltd,2,2,1,1,50
ACCT0022135,Wilhelmsen,3,2,2,1,75
ACCT0022164,MRI Trading,2,2,1,<Null>,0
ACCT0022166,Perform Group PLC,2,2,2,1,<Null>
ACCT0022177,Capgemini - SIAM,1,2,1,1,100
ACCT0022179,Norconsult AS,2,2,2,1,50
ACCT0022181,Sasol South Africa (Pty) Ltd,2,2,1,1,100
ACCT0022194,ISS Facility Services Australia Ltd,2,2,2,1,66.66
ACCT0022208,Tokio Marine NA Services,2,2,1,1,33.33
ACCT0022223,Cegal AS,2,2,2,1,0
ACCT0022234,TNUVA Ltd,2,2,1,1,100
ACCT0022247,"MINDBODY, Inc.",3,2,1,1,100
ACCT0022282,Goodwill AZ,3,2,1,1,100
ACCT0022283,Parramatta City Council,1,2,1,1,100
ACCT0022285,Crelan NV,3,2,1,1,60
ACCT0022301,Aurecon Group Pty Ltd,2,2,2,1,100
ACCT0022310,San Francisco Police Department,3,2,3,1,0
ACCT0022340,TDC Hosting AS,2,2,1,1,60
ACCT0022341,Edinburgh Airport Limited,3,2,2,1,50
ACCT0022359,Damco,3,2,3,<Null>,100
ACCT0022362,Ericsson Mobile Money Services,3,2,2,1,50
ACCT0022363,Amcom Telecommunications Ltd,2,2,3,<Null>,100
ACCT0022365,ARM UK,2,2,1,1,100
ACCT0022386,Axstores AB,2,2,1,1,100
ACCT0022398,University of Cape Town,3,2,1,1,50
ACCT0022411,Brisbane Catholic Education,2,2,1,1,66.66
ACCT0022441,Pacific Aluminium (formerly Rio Tinto Aluminium),3,2,1,1,100
ACCT0022456,C??ras Iompair ?ëireann Group,3,2,3,1,100
ACCT0022476,DocuSign Inc,1,2,3,1,50
ACCT0022483,Saudi Telecom Co STC,1,2,1,<Null>,20
ACCT0022502,Kit Solution AG,3,2,2,1,100
ACCT0022503,Metropolitan Fire and Emergency Board,3,2,1,1,100
ACCT0022504,Edith Cowan University,3,2,1,1,100
ACCT0022506,Qatar Petrochemical Company QAPCO QSC,1,2,2,1,100
ACCT0022521,Emaar Properties,2,2,1,1,100
ACCT0022522,Touring Club Suisse TCS,2,2,2,1,100
ACCT0022531,World Vision Australia,3,2,1,1,100
ACCT0022537,Nyrstar,3,2,2,1,100
ACCT0022560,State Trustees,3,2,1,1,100
ACCT0022580,Artisan Partners LP,3,2,1,1,33.33
ACCT0022591,Standard Life Canada,2,2,1,1,<Null>
ACCT0022593,"Cotiviti USA, LLC",2,2,1,1,33.33
ACCT0022604,Oxford Health NHS Foundation Trust,3,2,3,1,60
ACCT0022606,STA Travel Group,2,2,1,1,50
ACCT0022617,Umass Boston,1,2,1,1,100
ACCT0022623,Schurz Communications Inc,3,2,2,<Null>,0
ACCT0022625,Integration Partners Corp,3,2,2,1,50
ACCT0022629,Ditech Financial LLC,3,2,2,1,85.71
ACCT0022632,CRH Nederland BV,1,2,2,2,100
ACCT0022663,Veracode Inc,3,2,2,1,66.66
ACCT0022720,National E Conveyencing Development Ltd,3,2,1,1,100
ACCT0022729,Oregon Community Credit Union,2,2,1,1,100
ACCT0022732,Inland Revenue New Zealand,1,2,1,1,100
ACCT0022738,Mortgage Research Center DBA Veterans United Home,3,2,3,1,100
ACCT0022739,Lunds University,2,2,1,1,100
ACCT0022830,Lockheed Martin - Australia,2,2,2,<Null>,57.14
ACCT0022835,Travian Games GmbH,3,2,3,1,100
ACCT0022863,MD Practice Software LP (acquired by Telus),3,2,2,<Null>,100
ACCT0022867,The Brock Group LLC,3,2,1,1,33.33
ACCT0022886,Toronto Community Housing Corp,1,2,4,1,66.66
ACCT0022893,Experian Cheetah Mail,3,2,3,1,100
ACCT0022895,Random House Inc,2,2,3,1,0
ACCT0022903,"Greystone IT, Inc.",3,2,1,1,66.66
ACCT0022917,"OHL - (Obrascon Huarte Lain, S.A.)",2,2,2,1,100
ACCT0022920,Lassila & Tikanoja Oyj,1,2,2,1,75
ACCT0022922,Paysafecard.com,2,2,2,1,40
ACCT0022930,Allianz Life Insurance Company of North America,3,2,1,1,100
ACCT0022934,Affinity Water Ltd,2,2,3,1,25
ACCT0022935,Nidera B.V,3,2,2,1,100
ACCT0022964,On Direct Business Services Ltd,3,2,2,1,50
ACCT0022970,Aspen Pharmacare Holdings Ltd,1,2,1,1,100
ACCT0022972,Diavik Diamond Mines,3,2,1,<Null>,0
ACCT0022992,SABMiller plc.,2,2,1,1,50
ACCT0023014,University Of Stavanger,1,2,2,1,100
ACCT0023015,PEAK-IT Managed Services B.V.,1,2,2,1,100
ACCT0023024,"Southern Graphic Systems, Inc.",3,2,3,1,66.66
ACCT0023028,Yildiz Holding - ULKER,2,2,1,1,50
ACCT0023038,Kaakkols Suomen Tieto Oy,3,2,2,1,100
ACCT0023042,Central London Community Healthcare NHS Trust CLCH,2,2,1,1,<Null>
ACCT0023099,"Ulterra Drilling Technologies, LP",3,2,2,1,100
ACCT0023117,Guidewire Software Inc,2,2,2,1,66.66
ACCT0023136,CPA Australia Ltd,1,2,2,1,66.66
ACCT0023145,MYOB,2,2,2,1,100
ACCT0023178,Murata Electronics Oy,3,2,1,1,50
ACCT0023188,Canadian Imperial Bank of Commerce (Wealth Management),3,2,1,1,<Null>
ACCT0023195,Irdeto BV,1,2,5,1,100
ACCT0023237,Deloitte Canada (Customer),1,2,1,1,83.33
ACCT0023238,Stratasys Inc.,3,2,1,1,100
ACCT0023261,PayPoint Plc,3,2,1,1,20
ACCT0023280,Modis,3,2,2,1,100
ACCT0023281,Lamb Weston Meijer BV,2,2,2,1,50
ACCT0023295,Viking LIFE-SAVING EQUIPMENT A/S,2,2,1,1,40
ACCT0023302,Delta Hotels Ltd,2,2,4,1,<Null>
ACCT0023310,Moet Hennessy SNC,3,2,1,3,80
ACCT0023321,ICT Services,2,2,3,1,<Null>
ACCT0023323,People's Choice Credit Union,1,2,3,1,80
ACCT0023327,Headstart Oy,3,2,1,1,100
ACCT0023332,Etat Du Valais,2,2,2,1,66.66
ACCT0023340,Thales Nederland B.V.,2,2,1,<Null>,50
ACCT0023354,Optus VSAT,3,2,2,<Null>,100
ACCT0023360,ALH Group Pty Ltd,3,2,3,1,71.42
ACCT0023362,AXIT AG,2,2,2,1,40
ACCT0023364,INSEAD,3,2,2,1,50
ACCT0023367,SKYCITY Entertainment Group Limited,3,2,2,1,100
ACCT0023398,University of California Davis - Campus Data Center,3,2,3,2,66.66
ACCT0023402,Schibsted Centralen AB,2,2,1,1,100
ACCT0023441,Telstra International Limited,3,2,2,1,100
ACCT0023442,"Datavail Corporation, Inc.",<Null>,2,1,1,71.42
ACCT0023451,"DaVita Labs and DVA Laboratory Services, Inc.",3,2,3,1,100
ACCT0023459,Key Benefit Administrators Inc,3,2,3,<Null>,0
ACCT0023479,Energinet.DK,2,2,2,1,66.66
ACCT0023490,Vita-Mix Corp,2,1,3,1,0
ACCT0023510,ING Services Polska Sp Zoo,2,2,1,1,100
ACCT0023511,GN Store Nord AS,2,2,1,1,77.77
ACCT0023513,CIEE Inc,3,2,2,1,100
ACCT0023526,Ecole Polytechnique Federale De Lausanne EPFL,2,2,2,1,80
ACCT0023532,Group Health Cooperative of South Central Wisconsin,2,2,1,1,<Null>
ACCT0023551,Wesfarmers Curragh Pty Ltd,3,2,1,1,100
ACCT0023560,Endava UK Ltd,1,2,3,1,100
ACCT0023566,The British Land Co Plc,1,2,2,1,100
ACCT0023576,Intellego,2,1,3,<Null>,<Null>
ACCT0023587,RedBrick Health Corp,2,2,1,1,100
ACCT0023591,Ince & Co,1,2,2,1,100
ACCT0023592,Berrymans Lace Mawer LLP,2,2,2,1,<Null>
ACCT0023639,CIMA Global,2,2,2,1,<Null>
ACCT0023646,MODEC International Inc,2,2,2,1,100
ACCT0023653,Little Caesars Enterprises Inc,1,2,1,1,100
ACCT0023659,"Department of Environment, Land, Water & Planning",3,2,1,1,66.66
ACCT0023668,"Nexant, Inc.",2,2,1,1,100
ACCT0023695,NHS North Central London,3,2,1,<Null>,0
ACCT0023699,MarketAxess Corp,2,2,3,1,<Null>
ACCT0023711,CHAMP Cargosystems SA,2,2,3,1,33.33
ACCT0023719,Optiv,3,2,3,1,100
ACCT0023722,RCS Cards Pty Ltd,3,2,1,1,80
ACCT0023740,Yusen Logistics Americas Inc,2,2,2,1,0
ACCT0023750,Investcorp Bank BSC,1,2,1,1,100
ACCT0023778,OMV Petrol Ofisi AS,1,2,2,<Null>,50
ACCT0023786,Calmac Ferries Ltd,2,2,1,1,100
ACCT0023790,Old Mutual Life Assurance Company (South Africa) Limited,2,2,2,1,47.36
ACCT0023797,Bunzl Distribution USA,2,2,3,1,100
ACCT0023819,Telstra Linfox,3,2,2,<Null>,50
ACCT0023829,Service NSW,2,2,1,1,50
ACCT0023847,Global Fund,2,2,2,1,66.66
ACCT0023849,County Of Monterey,2,2,3,1,50
ACCT0023857,Tesco Personal Finance Plc,1,2,1,1,50
ACCT0023867,Tableau Software Inc,2,2,1,1,71.42
ACCT0023884,Sollentuna Kommun,2,2,2,1,50
ACCT0023919,Abu Dhabi National Energy Co PJSC TAQA,2,2,2,1,50
ACCT0023922,APG Groep N.V,<Null>,2,1,1,37.5
ACCT0023925,University System of Georgia,1,2,1,1,100
ACCT0023927,Holcim (Canada) Inc,2,2,2,<Null>,75
ACCT0023958,LaTrobe University,2,2,1,1,81.81
ACCT0023963,TopGolf USA Inc,1,2,3,1,100
ACCT0023972,The Francis Crick Institute Ltd,1,2,1,1,100
ACCT0023993,Yazaki Europe Ltd,1,2,2,1,71.42
ACCT0023995,Met Police,2,2,1,<Null>,66.66
ACCT0024011,TomTom International BV,2,2,2,1,50
ACCT0024028,Tamimi Markets Co. Ltd,2,2,1,1,0
ACCT0024034,Universitetet I Agder,1,2,2,1,83.33
ACCT0024043,Northbridge Financial Corp,2,2,4,1,100
ACCT0024046,Tourism Development & Investment Co,2,2,1,1,<Null>
ACCT0024050,Telstra Enterprise and Government,3,2,2,<Null>,100
ACCT0024076,Kantonsspital Aarau AG,2,2,2,1,<Null>
ACCT0024104,KPN Corporate Market - HSL Department,3,2,3,1,0
ACCT0024126,North East London Commissioning Support Unit,3,2,1,<Null>,0
ACCT0024129,Nationwide Building Society (Group),3,2,2,2,53.84
ACCT0024130,"Plaza Home Mortgage, Inc.",2,2,1,1,100
ACCT0024133,Nexen Petroleum U.S.A. Inc.,3,2,2,1,100
ACCT0024135,DMI Inc,3,2,2,1,100
ACCT0024136,VMWare - Cloud Ops,3,2,1,1,100
ACCT0024140,Panasonic Corporation Of North America,1,2,1,1,100
ACCT0024157,Harvard Management Company,2,2,1,1,<Null>
ACCT0024160,Harvard Graduate School of Education,3,2,1,1,100
ACCT0024180,Pennsylvania Turnpike Commision,2,2,1,1,<Null>
ACCT0024181,MasterControl Inc,2,2,1,1,100
ACCT0024186,SR op??rations SA,2,2,2,1,100
ACCT0024195,Radford University,2,2,1,1,33.33
ACCT0024216,Panoptics Ltd,2,2,4,1,0
ACCT0024219,Ricoh Americas Corporation - MSOC,1,2,1,1,<Null>
ACCT0024222,Novabase,3,2,3,1,100
ACCT0024238,European Spallation Source ERIC,2,2,1,1,100
ACCT0024245,SUNY Oneonta,2,2,1,1,100
ACCT0024257,Queensland Department of Science Information Technology Innovation & Arts,2,2,2,1,50
ACCT0024271,Service Experts,2,2,3,1,50
ACCT0024304,Armstrong Atlantic State University,2,2,1,1,100
ACCT0024308,Dallas/Fort Worth International Airport,1,2,3,1,100
ACCT0024311,AVG Technologies CZ sro,2,2,1,1,100
ACCT0024336,"Hitachi Management Partner, Corp.",2,2,2,1,100
ACCT0024344,Rolls Royce Controls and Data Services Ltd (CDS) (Former OSyS),2,2,3,1,<Null>
ACCT0024345,Qliktech,2,2,1,1,100
ACCT0024355,Greater Orlando Aviation Authority,1,2,2,1,100
ACCT0024363,Neisa Nordic AB,2,2,1,1,37.5
ACCT0024372,KGHM International Ltd,2,2,1,1,0
ACCT0024376,Louis Dreyfus Company (Former Louis Dreyfus Commodities Services SAS (Lyon),2,2,2,1,100
ACCT0024382,Pan-American Life Insurance Company,2,2,2,1,40
ACCT0024387,INRA,2,2,2,1,100
ACCT0024388,Almirall SA,1,2,1,1,50
ACCT0024408,Ministry of Health NSW,2,2,1,1,50
ACCT0024410,Union Solutions Ltd,2,2,2,1,0
ACCT0024431,Home Trust Company,2,2,4,1,<Null>
ACCT0024437,Altius Consulting Ltd,1,2,4,1,100
ACCT0024468,"PUNTO FA, S.L.",2,2,2,1,100
ACCT0024470,"The Housing Authority of the City of Atlanta, Georgia",2,2,2,1,100
ACCT0024472,NISA Investment Advisors LLC,2,2,3,1,66.66
ACCT0024481,NGL Energy Partners LP,2,2,2,1,0
ACCT0024501,Azul Linhas Aereas Brasileiras SA,1,2,2,1,100
ACCT0024547,BRF Foods,1,2,2,1,100
ACCT0024559,Grupo Botic?írio,2,2,3,1,50
ACCT0024582,E-Global,2,2,2,1,100
ACCT0024584,Procano AS,2,2,2,1,100
ACCT0024588,Globe Telecom Inc,2,2,3,1,0
ACCT0024592,NCS Pte Ltd (Singtel),2,2,5,<Null>,28.57
ACCT0024597,PanAust Services Pty Ltd,2,2,1,1,50
ACCT0024600,Legal & General Investment Management,2,2,3,1,85.71
ACCT0024605,PGDS (UK One) Ltd,1,2,1,1,73.33
ACCT0024608,Foxtel IT,3,2,2,1,75
ACCT0024612,Grupo Globo SA,1,2,2,1,75
ACCT0024640,Verifone Ltd,2,2,3,1,100
ACCT0024671,Sem PARAR,2,2,2,1,50
ACCT0024696,Infor Global Solutions SaaS Division,2,2,2,2,100
ACCT0024742,University of Leeds,2,2,2,1,0
ACCT0024750,Stowers Institute For Medical Research,2,2,2,1,100
ACCT0024754,University of Bradford,2,2,1,1,33.33
ACCT0024764,Hertfordshire Bedfordshire & Luton ICT Shared Services,1,2,2,2,100
ACCT0024770,Cosocius Limited (Cheshire West and Chester Borough Council),2,2,1,<Null>,0
ACCT0024773,Mokum Change Management Ltd,2,2,1,1,<Null>
ACCT0024848,Hess Corporation,2,2,2,1,50
ACCT0024863,MVM Inc,2,2,1,1,100
ACCT0024874,Coles Supermarkets,2,2,2,1,100
ACCT0024898,Styrolution Group GmbH,2,2,1,1,100
ACCT0024907,Texas Comptroller of Public Accounts,2,2,2,1,75
ACCT0024914,Caverion Oyj,2,2,2,1,0
ACCT0024921,"Inrix, Inc.",2,2,2,1,100
ACCT0025015,Sony Network Entertainment Intl LLC,1,2,1,1,66.66
ACCT0025026,Wittur GmbH,2,2,2,1,100
ACCT0025031,Wilmar International Ltd,1,2,1,1,100
ACCT0025043,Far East Management (Private) Limited,2,2,2,1,<Null>
ACCT0025048,CapitaLand Ltd,1,2,3,2,100
ACCT0025054,Capital One Europe Plc,1,2,1,1,71.42
ACCT0025058,Leumi Bank Ltd,2,2,1,<Null>,87.5
ACCT0025080,TransAction Solutions Ltd,2,2,2,1,100
ACCT0025087,Ness Pro LTD,2,2,1,<Null>,66.66
ACCT0025099,GREE Inc,2,2,2,1,100
ACCT0025100,Comcast Interactive Media,2,2,1,1,80
ACCT0025103,Ascenty Telecomunicacoes Ltda,2,2,3,1,100
ACCT0025122,Denner AG,2,2,2,1,100
ACCT0025125,Chanel SAS,2,2,1,1,100
ACCT0025135,National Student Financial Aid Scheme NSFAS,2,2,1,1,0
ACCT0025146,AIA Group Limited,2,2,3,1,60
ACCT0025147,Melco Crown Entertainment Ltd,<Null>,2,2,1,33.33
ACCT0025149,DL Groupe,2,2,2,1,66.66
ACCT0025167,Dice Holdings,2,2,5,1,0
ACCT0025183,United Bankers Bank,2,2,3,1,<Null>
ACCT0025189,Hertshten Group Limited,2,2,2,1,0
ACCT0025192,BAE Systems Maritime -  Naval Ships,2,2,2,1,100
ACCT0025203,SRA (Internal IT),2,2,4,1,<Null>
ACCT0025211,MLC Wealth Management - NAB - JB Were,2,2,2,1,100
ACCT0025214,"Commonwealth Altadis, Inc.",2,2,1,1,0
ACCT0025221,Coor Service Management Group AB,1,2,1,1,50
ACCT0025224,Driver & Vehicle Licensing Agency,2,2,1,1,45.45
ACCT0025231,City Link Ltd,2,2,3,1,0
ACCT0025249,Certsure LLP,2,2,2,1,<Null>
ACCT0025272,"Dealersocket, Inc.",2,2,3,1,100
ACCT0025273,APICS,2,2,2,1,<Null>
ACCT0025277,Airport Authority Hong Kong,2,2,4,1,14.28
ACCT0025295,Chr. Hansen Holding A/S,2,2,2,1,100
ACCT0025313,Bodycote Plc,2,2,2,1,100
ACCT0025317,Harvard Business School,2,2,1,2,42.85
ACCT0025326,Blue Water Shipping AS,2,2,1,1,100
ACCT0025334,Harvard Medical School,2,2,1,1,100
ACCT0025365,BHP Billiton Potash,2,2,1,<Null>,50
ACCT0025368,Wyless Inc,2,2,1,1,<Null>
ACCT0025387,Targetbase,2,2,1,1,50
ACCT0025392,Coca-Cola Business Service Ltd Japan,2,2,2,1,75
ACCT0025394,"PRWT Services, Inc.",2,2,1,1,80
ACCT0025411,NEC IT Services (NSW Department of Transport),2,2,1,<Null>,20
ACCT0025417,Lower Hudson Regional Information Center,2,2,1,1,100
ACCT0025428,KPMG LLP UK,2,2,2,1,100
ACCT0025437,Fineco Bank SpA,2,2,2,1,50
ACCT0025444,Lincoln Learning Solutions,2,2,3,1,<Null>
ACCT0025462,Prudential Services Singapore Pte. Ltd.,2,2,2,1,0
ACCT0025525,Link Partners Internet Technology,2,2,2,1,<Null>
ACCT0025539,Southern Cross Computer Systems Pty Ltd,2,2,2,1,20
ACCT0025593,JustGiving,2,2,2,1,<Null>
ACCT0025605,Financial Conduct Authority,1,2,2,1,66.66
ACCT0025636,Banca Popolare di Sondrio,2,2,2,1,50
ACCT0025640,American Homes 4 Rent,2,2,1,1,66.66
ACCT0025643,Nexeo Solutions LLC,1,2,1,1,50
ACCT0025645,MGM Macau,2,2,3,1,45.45
ACCT0025658,Vocus Communications Ltd,2,2,2,2,100
ACCT0025661,De Alliantie,2,2,3,1,<Null>
ACCT0025671,"Fedex Corporate Services, Inc",2,2,2,2,75
ACCT0025673,Federation University Australia,2,2,1,1,50
ACCT0025708,Sogeti Sverige AB,2,2,1,1,33.33
ACCT0025713,"Mizuho Securities Co., Ltd.",2,2,2,1,0
ACCT0025715,Binleumi Bank (FIBI),2,2,1,<Null>,66.66
ACCT0025738,Destia Oy,2,2,1,1,0
ACCT0025742,Sareb,2,2,2,1,50
ACCT0025745,Enexis,2,2,2,2,<Null>
ACCT0025749,InHealth Ltd,1,2,2,1,50
ACCT0025767,University of Toronto Mississauga,1,2,1,1,50
ACCT0025785,Northeast Community College,2,2,4,1,<Null>
