AccountNumber,AccountName,CompleteCustomerChurn
ACCT0048683,Cognizant - NVIDIA,0
ACCT0048684,Cognizant - Mylan,0
ACCT0048690,Masco Contractor Services,0
ACCT0048699,IBM (ISM),0
ACCT0048703,HCL - EFH,0
ACCT0048705,HCL - Worley Parsons,0
ACCT0048706,HCL - Cox,0
ACCT0048707,HCL - Anthem,0
ACCT0048708,HCL - Rockwell,0
ACCT0048726,NSW Telco Authority,0
ACCT0048736,SiteOne Landscape Supply LLC,0
ACCT0048762,Cygate AB,0
ACCT0048784,Vivint Solar Inc,0
ACCT0048820,Ikano SA,0
ACCT0048835,Xome Holdings LLC,0
ACCT0049817,Slater & Gordon Ltd,0
ACCT0051572,Aberdeen City Council,0
ACCT0051662,Interuniversitair Micro-Electronica Centrum VZW IMEC,0
ACCT0051663,TVH Group NV,0
ACCT0052303,Accenture - City Power Johannesburg,0
ACCT0052588,Sogeti USA LLC,0
ACCT0053016,Arlington Independent School District,0
ACCT0053704,Chobani LLC,0
ACCT0054389,Coyote Logistics LLC,0
ACCT0054629,DSC Logistics Inc,0
ACCT0054828,Fortis Management Group LLC,0
ACCT0055457,Horizon North Logistics Inc,0
ACCT0056460,Mount Auburn Hospital,0
ACCT0056468,Mountain America Federal Credit Union,0
ACCT0056712,Ocwen Financial Corp,0
ACCT0056921,Performance Contractors Inc,0
ACCT0057701,Sonesta International Hotels Corporation,0
ACCT0057745,Southwest Business Corp,0
ACCT0058669,Wachter Technology Solutions Inc,0
ACCT0059067,Department For Education,0
ACCT0059075,Costco Travel,0
ACCT0059222,Anchor Computer Systems Ltd,0
ACCT0059273,HCL - AARP,0
ACCT0059290,Symphony Housing Group Ltd,0
ACCT0059299,Registers of Scotland,0
ACCT0059340,TX Australia Pty Ltd,0
ACCT0059363,Premier League,0
ACCT0059388,BlueBird Bio Inc,0
ACCT0059399,Bluetooth SIG Inc,0
ACCT0059400,Eduserv,0
ACCT0059426,Sanofi Groupe,0
ACCT0059427,Camelot Global Services Limited,0
ACCT0059448,Unisys - Whole Foods,0
ACCT0059502,Euro Car Parts Ltd,0
ACCT0059505,China Construction Bank UK,0
ACCT0059531,Proservia_OECD,0
ACCT0059567,ING Group NV (subsidiary),0
ACCT0059613,SEI IT Operations,0
ACCT0059680,Marie Curie Cancer Care,0
ACCT0059957,Wood Mackenzie Group Ltd,0
ACCT0060113,Dr Martens Airwair & Co Ltd,0
ACCT0060241,Save The Children Fund,0
ACCT0064023,Kanematsu Electronics Ltd,0
ACCT0064053,NYC Department of Homeless Services,0
ACCT0064091,Cisco AMP,0
ACCT0064095,Alliance Health,0
ACCT0064113,snacc-it GmbH,0
ACCT0064143,IMI Mobile,0
ACCT0064172,Queensland Treasury,0
ACCT0064173,Zenefits,0
ACCT0064248,Dunnhumby Ltd,0
ACCT0064282,Blue Software LLC,0
ACCT0064317,Sofigate Services Oy (Valtori Oy),0
ACCT0064329,Medela AG,0
ACCT0064338,Avanir Pharmaceuticals Inc,0
ACCT0064409,Upper Peninsula Power Company (UPPCO),0
ACCT0064419,Paul Scherrer Institut,0
ACCT0064424,AppleGreen Plc,0
ACCT0064429,Trondheim Kommune,0
ACCT0064448,Intercept Pharmaceuticals Inc,0
ACCT0064512,Driver Vehicle Standards Agency,0
ACCT0064534,PayPal Inc,0
ACCT0064536,Stratose LLC,0
ACCT0064555,Operational Services - Bruderhaus,0
ACCT0064589,Toshiba I S Corporation,0
ACCT0064600,Carl Zeiss SMT GmbH,0
ACCT0064618,Infosys - Qinterra,0
ACCT0064647,ING Commercial Banking,0
ACCT0064654,Aster Group Ltd,0
ACCT0064676,Khan Bank Corp,0
ACCT0064677,Benesse InfoShell Co Ltd,0
ACCT0064710,Elsevier Inc,0
ACCT0064731,Nielsen & Nielsen Holding AS,0
ACCT0064743,Queensland Corporate Administration Agency,0
ACCT0064753,InterSystems Corp,0
ACCT0064769,Queensland Health - Clinical Information Systems Support Unit,0
ACCT0064780,Medicines And Healthcare Products Regulatory Agency MHRA,0
ACCT0064813,Rogers Communications Canada Inc.,0
ACCT0064819,Indivior Inc,0
ACCT0064825,Corte Dei Conti,0
ACCT0064846,IBM - Air Canada,0
ACCT0064851,KPN Corporate Market - Nederlandse Spoorwegen,0
ACCT0064867,Wellnext LLC,0
ACCT0064915,Ikano Bank AB,0
ACCT0064986,Plessey South Africa Pty Ltd,0
ACCT0065022,Mercator Solutions FZE,0
ACCT0065028,Cisco Cloud Services,0
ACCT0065032,West Kowloon Cultural District Authority,0
ACCT0065075,Enablis Pty Ltd,0
ACCT0065088,Lumesse Ltd,0
ACCT0065103,Sator Central Services BV,0
ACCT0065112,Michigan First Credit Union,0
ACCT0065113,Enovos International SA,0
ACCT0065123,Bilgeadam,0
ACCT0065126,Blizzard Entertainment US,0
ACCT0065127,Allianz Asset Management of America LP,0
ACCT0065212,Cognizant - Stewart Title,0
ACCT0065254,Advent Intl Corp UK,0
ACCT0065285,Metlife Emeklilik ve Hayat AS,0
ACCT0065392,Microsoft (ES Labs),0
ACCT0065412,The Rubicon Project Inc,0
ACCT0065457,Laureate Education Services Australia Pty Ltd,0
ACCT0065539,Aryzta LLC,0
ACCT0065544,PWC Ireland,0
ACCT0065573,New York City Teachers Retirement Services,0
ACCT0065581,IBM - Continuous Availability Services,0
ACCT0065614,State of Maryland - Courts (CenterTEK Solutions),0
ACCT0065616,Union Street Technologies Ltd,0
ACCT0065664,Delivery Hero Holding GmbH,1
ACCT0065670,Cubic Corporation,0
ACCT0065688,TEKsystems - Morgan,0
ACCT0065697,Siemens AG Mobility,0
ACCT0065698,Red Lobster,0
ACCT0065706,TAORES Groupement D'Interet Economique,0
ACCT0065707,World Health Organization,0
ACCT0065710,Common Securitization Solutions,0
ACCT0065730,Bulletproof Networks Pty Ltd,0
ACCT0065739,Remote DBA Experts LLC RDX,0
ACCT0065828,Infosys - House of Fraser,0
ACCT0065841,Cloudreach Europe Ltd,0
ACCT0065877,oOh!Media Group Pty Ltd,0
ACCT0065908,Yazaki Corp,0
ACCT0065911,Sony Interactive Entertainment Inc.,0
ACCT0065931,AXA Technology SAS_Silva,0
ACCT0065953,Fujitsu - Smals,0
ACCT0066101,Peabody,0
ACCT0066144,KocSistem Bilgi - Tradesoft Business Services,0
ACCT0066147,Elektrizit?ñts- Und Wasserwerk Der Stadt Buchs,0
ACCT0066199,SprintQuip Pty Ltd,0
ACCT0066211,ANI Technologies Pvt Ltd,0
ACCT0066232,Queensland Health - eHealth,0
ACCT0066234,Ministry Of Justice NZ,0
ACCT0066272,Sofigate Services Oy (LapIT Oy),0
ACCT0066292,Linium - Cambridge,0
ACCT0066310,Element Materials Technology,0
ACCT0066396,Accenture MSP - AstraZeneca,0
ACCT0066408,Exact Sciences Corp,0
ACCT0066428,Santander Holdings USA Inc,0
ACCT0066432,InterCloud,0
ACCT0066452,Ultragenyx Pharmaceutical Inc,0
ACCT0066480,Hitachi Rail Europe Ltd,0
ACCT0066493,The Salvation Army Of Canada,0
ACCT0066494,Saint-Gobain Emballage,0
ACCT0066500,Divider BV,0
ACCT0066508,84.51?? LLC,0
ACCT0066545,IBM - Dow Chemical,0
ACCT0066577,CableCom Networking Ltd,0
ACCT0066599,The Royal Society Of Chemistry,0
ACCT0066615,3 Step IT Oy,0
ACCT0066637,Gift Of Hope Organ & Tissue Donor Network,0
ACCT0066645,ATM SA,0
ACCT0066666,Midwich Ltd,0
ACCT0066694,Logicalis - Delta Lloyd,0
ACCT0066708,Koch Minerals LLC,0
ACCT0066751,John Holland Group Pty Ltd,0
ACCT0066759,Transport For NSW,0
ACCT0066818,Information Services Intl - Dentsu Ltd,0
ACCT0066825,EFTPOS Payments Australia Ltd,0
ACCT0066838,Connexity Inc,0
ACCT0066852,IESE Business School - University Of Navarra,0
ACCT0066896,DP World Australia Ltd,0
ACCT0066915,Energie Data Services Nederland BV EDSN,0
ACCT0066953,Premise Health Holding Group,0
ACCT0066968,Vivat Verzekeringen,0
ACCT0067003,Ilmarinen Mutual Pension Insurance Co,0
ACCT0067092,Asics Corp,0
ACCT0067158,McDonald's Company Japan Ltd,0
ACCT0067219,ICC Sydney Pty Ltd,0
ACCT0067228,Institute Of Nuclear Power Operations,0
ACCT0067235,PCM - United Health One,0
ACCT0067285,Infosys - NewMont,0
ACCT0067315,MFX Division Of QuessCorp Holdings Pte Ltd,0
ACCT0067323,Minter Ellison Rudd Watts,0
ACCT0067324,Ventia Pty Ltd,0
ACCT0067354,Orange Business Services India Technology Pvt Ltd,0
ACCT0067390,HCL - Alstom Transport SA,0
ACCT0067443,Meggitt Plc UK,0
ACCT0067448,Enfield Council,0
ACCT0067455,Lockheed Martin MST,0
ACCT0067489,Genworth Life Insurance,0
ACCT0067519,Kinetic IT - Department for Child Protection and Family Support,0
ACCT0067547,Infosys - Fossil,0
ACCT0067599,Aquamina Mexico S De RL De CV,0
ACCT0067633,Caterpillar Financial Shared Services,0
ACCT0067640,Marcatel Com SA De CV,0
ACCT0067644,Solothurner Spitaler AG,0
ACCT0067659,Brookfield Multiplex Construction Europe Ltd,0
ACCT0067668,Filiadata Informationssysteme Fur Den Handel GmbH,0
ACCT0067672,Credit Agricole Assurances,1
ACCT0067688,Ingevity Corp,0
ACCT0067711,Professional Asset Management Systems SA De CV,0
ACCT0067720,ISB Bilisim Teknolojileri AS,0
ACCT0067787,Societe Generale France - S2E,0
ACCT0067814,HauteLook Inc,0
ACCT0067866,Infosys - Kelloggs,0
ACCT0067998,Capita Healthcare Decisions,0
ACCT0068007,United Health Group,0
ACCT0068011,Conscia AS,0
ACCT0068017,KocSistem Bilgi - Hitit Bilgisayar Hizmetleri AS,0
ACCT0068036,Lockheed Martin EBS,0
ACCT0068041,Tata Consultancy Services - Atlas Copco,0
ACCT0068045,Diebold South Africa Pty Ltd,0
ACCT0068047,Jacobs Douwe Egberts BV,0
ACCT0068062,Aligned Energy,0
ACCT0068073,Elements Financial,0
ACCT0068081,Human Longevity Inc,0
ACCT0068221,HCL - Leidos,0
ACCT0068250,Progressive Leasing LLC,0
ACCT0068295,Orange Business Services - SILCA,0
ACCT0068300,Applus Technologies RTD,0
ACCT0068342,Cognizant - Bard,0
ACCT0068371,Australian Red Cross,0
ACCT0068455,Orion Engineered Carbons GmbH,0
ACCT0068457,Cognizant - OneAmerica,0
ACCT0068472,Infosys - ICA,0
ACCT0068500,HCL - Estee Lauder,0
ACCT0068505,Finance Of America Holdings LLC,0
ACCT0068548,Baxalta US Inc,0
ACCT0068645,Tech Mahindra Automation,0
ACCT0068692,CMG Corporate Services Inc,0
ACCT0068693,NetDespatch Ltd,0
ACCT0068784,Dimension Data Austria GmbH,0
ACCT0068812,Fujitsu Services Ltd (TFSNOW EMEA),0
ACCT0068856,Fujitsu Services Ltd (Internal System (ITG)),0
ACCT0068874,Fujitsu Services Ltd (TFSNOW US),0
ACCT0068885,Victorian Commission For Gambling And Liquor Regulation,0
ACCT0068887,Nifco America Corp,0
ACCT0068946,Victorinox AG,0
ACCT0068949,Menzies Distribution Ltd,0
ACCT0068955,Grupo Indukern SL,0
ACCT0069053,FX Innovation - RONA,0
ACCT0069069,Philip Morris Sales And Marketing Ltd,0
ACCT0069106,Citywide Home Loans,0
ACCT0069133,Saint Gobain DSI Groupe - Finance /HR/Facilities,0
ACCT0069163,Cognizant - Washington Gas,0
ACCT0069269,Data3 Ltd - Deakin,0
ACCT0069309,Aero Grupo Boticario,0
ACCT0069420,TEKsystems - Radian Group,0
ACCT0069424,The Manchester Airport Group Plc,0
ACCT0069490,Retail Properties Of America Inc RPAI,0
ACCT0069583,Venzo AS,0
ACCT0069589,Air Medical Group Holdings Inc,0
ACCT0069664,Prudential Retirement,0
ACCT0069668,Davide Campari Milano SpA,0
ACCT0069675,Queensland Health - Sunshine Coast Hospital And Health Service,0
ACCT0069864,The Heritage Group Inc,0
ACCT0069870,Cognizant - Cengage,0
ACCT0070307,Tata Consultancy Services - Rank,0
ACCT0070383,TAFE NSW - North Coast Institute,0
ACCT0070385,International Information Systems Security Certification Consortium Inc,0
ACCT0070511,Maersk Supply Service AS,0
ACCT0070584,Orange Cyberdefense Belgium,0
ACCT0070600,Orange Cyberdefense France,0
ACCT0070701,Veritas,0
ACCT0070740,AT&T Mobility,0
ACCT0070752,NYS Office Of The Attorney General,0
ACCT0070754,Infosys - Tate & Lyle,0
ACCT0070901,TMM Integration & Services,0
ACCT0070970,"NTT Com Managed Services, S.A.U.",0
ACCT0071067,eSett Oy,0
ACCT0071070,Infosys - Noble Agri,0
ACCT0071108,Proservia_DSI,0
ACCT0071130,Grupo LTM,0
ACCT0071192,NLC Loans,0
ACCT0071220,Freedom Financial Network LLC,0
ACCT0071328,WaterNSW,0
ACCT0071400,Bank Of Utah,0
ACCT0071463,T-Systems Hungary - GRNET,0
ACCT0071576,ProLogic ITS LLC,0
ACCT0071617,ATOS - Met Police,0
ACCT0071626,Hexagon Safety & Infrastructure,0
ACCT0071629,ReliaQuest LLC,0
ACCT0071635,Amicus PLC,0
ACCT0071725,Leisure & Resorts World Corp,0
ACCT0071761,Universitat De Girona,0
ACCT0071764,Merivale Pty Ltd,0
ACCT0071809,Queensland Health - Cairns And Hinterland Hospital & Health Services,0
ACCT0071832,CapGemini - Australian Taxation Office,0
ACCT0071894,Tandem Bank Ltd,0
ACCT0071941,GDF Suez Group BEE,0
ACCT0072086,Multiplus SA,0
ACCT0072091,Measured Progress Inc,0
ACCT0072192,SAIC - JCC,0
ACCT0072298,Total Oil Asia-Pacific Pte Ltd,0
ACCT0072320,Queensland Health - Children's Health Queensland Hospital and Health Service,0
ACCT0072345,United States Advanced Network Inc USAN,0
ACCT0072428,California Republic Bank,0
ACCT0072513,Freudenberg IT GmbH & Co KG,0
ACCT0072521,TEKsystems - Allegis,0
ACCT0072557,Cognizant - Vorwerk,0
ACCT0072583,Jefferies LLC,0
ACCT0072585,Riverside University Health System,0
ACCT0072614,Relationship Management Consultants NV RMC,0
ACCT0072763,Wolters Kluwer United States Inc,0
ACCT0073001,First State Investment Services UK Ltd,0
ACCT0073039,Virtusa Pvt Ltd,0
ACCT0073207,Oak Hill Advisors LP,0
ACCT0073287,Dell USA LP,0
ACCT0073581,Devoteam AS - Aarhus Kommune,0
ACCT0073604,Mizuho Bank Ltd,0
ACCT0073701,ALM Holding Co,0
ACCT0074006,Accenture MSP - Internal,0
ACCT0074154,SunEdison Semiconductor Ltd,0
ACCT0074166,Join Experience SA,0
ACCT0074291,Groupe Safo,0
ACCT0074358,Telenor Global Shared Services AS,0
ACCT0074455,Isetan Mitsukoshi System Solutions Ltd,0
ACCT0074538,Encore Technologies,0
ACCT0074591,ClarityWorks BV,0
ACCT0074659,National Security Agency/Central Security Service (NSA/CSS) - TAO MIOC,0
ACCT0074817,Donnelley Financial Solutions,0
ACCT0074820,LSC Communications,0
ACCT0074922,Econocom-Osiatis France - Allianz,0
ACCT0074944,Investec Asset Management Ltd,0
ACCT0075005,Infosys - Reckit Benckiser,0
ACCT0075133,Moravian College,0
ACCT0075261,World Wide Technology Inc (MSP),0
ACCT0075309,ABT JTA Pty Ltd,0
ACCT0075762,Thales Transportation System - Min Of Defence,0
ACCT0075781,HCL - Latitude,0
ACCT0075848,Sony Mobile Communications Ltd,0
ACCT0075862,HCL - Otsuka,0
ACCT0075902,TEKsystems - Regis,0
ACCT0076085,Infosys - E.ON,0
ACCT0076092,Infosys - SPS,0
ACCT0076238,Axiom Global Inc,0
ACCT0076265,MetroPlus Health Plan,0
ACCT0076301,Wintershall Holding GmbH,0
ACCT0076345,Operational Services - Filiadata Informationssysteme,0
ACCT0076366,Cognizant - State Auto FC,0
ACCT0076590,Centric Netherlands BV - Sanquin,0
ACCT0076622,Canberra Rape Crisis Centre,0
ACCT0076744,Tech Mahindra (MSP),0
ACCT0076903,Nomura America Services LLC,0
ACCT0076973,BT ITS,0
ACCT0076981,Deloitte Global Services Ltd,0
ACCT0077617,HCL - Jetstar,0
ACCT0077830,ODH Inc,0
ACCT0078498,Fujitsu - PersoPoint,0
ACCT0079312,Westfield Labs Corp,0
ACCT0079408,IBM IS&T,0
ACCT0080144,Fujitsu - Frontoffice Center,0
ACCT0080598,FX Innovation - Jean Coutu,0
